id,area,dynamic,sleak,gleak,gt_pf,gt_pw,gt_area,gt_t,arch0,arch1,arch2,arch3,arch4,arch5,arch6,arch7,arch8,arch9,arch10,arch11,arch12,arch13,arch14,arch15,arch16,arch17,arch18,arch19,arch20,arch21,arch22,arch23,arch24,arch25,arch26,arch27,arch28
1077,0.29314,0.223831,0.0172153,0.000284576,0.971336,0.025394,1466331.515,10683.65798,0,0,0,0,1,0,0,1,0,0,1,2,2,2,3,2,3,1,1,1,0,0,0,0,1,0,0,0,0
1078,0.387805,0.224039,0.0188569,0.000296457,0.961961,0.026484,1456567.498,11091.68512,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,1,1,1,0,0,0,0,1,0,0,0,0
1079,0.387805,0.224039,0.0188569,0.000296457,0.949933,0.026484,1482999.556,11394.03348,0,0,0,0,2,0,0,2,0,0,2,2,2,2,3,2,3,1,1,1,0,0,0,0,1,0,0,0,0
1080,0.387805,0.224039,0.0188569,0.000296457,0.903703,0.026484,1392867.53,11257.60098,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1081,0.335067,0.223912,0.0179472,0.000289644,0.907179,0.026484,1383099.542,11638.68791,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1082,0.335067,0.223912,0.0179472,0.000289644,0.905657,0.026484,1409531.535,11267.21609,0,0,0,0,2,0,0,2,0,0,2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1083,0.335067,0.223912,0.0179472,0.000289644,0.922915,0.026484,1373615.508,10568.30777,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1084,0.292956,0.223831,0.0171897,0.000284246,0.889137,0.026484,1363855.526,10920.68019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1085,0.292956,0.223831,0.0171897,0.000284246,0.904273,0.026484,1390287.514,11623.88062,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1086,0.292956,0.223831,0.0171897,0.000284246,0.908081,0.02246,1424927.493,10443.31993,0,0,0,0,1,0,0,1,0,0,1,2,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1087,0.387621,0.224039,0.0188312,0.000296127,0.908039,0.026484,1415163.509,10379.91343,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1088,0.387621,0.224039,0.0188312,0.000296127,0.902073,0.02246,1441595.519,10549.25773,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1089,0.387621,0.224039,0.0188312,0.000296127,0.923083,0.026484,1388963.55,11265.70916,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1090,0.335054,0.223912,0.0179464,0.000289613,0.921711,0.026484,1379195.496,11806.35951,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1091,0.335054,0.223912,0.0179464,0.000289613,0.902392,0.022526,1405627.505,10175.55854,0,0,0,0,2,0,0,2,0,0,2,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1092,0.335054,0.223912,0.0179464,0.000289613,0.910624,0.026484,1369711.528,11960.68427,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1093,0.292944,0.223831,0.0171888,0.000284216,0.902198,0.026484,1359951.526,11600.14758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1094,0.292944,0.223831,0.0171888,0.000284216,0.892031,0.026378,1386383.514,10603.01078,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1095,0.292944,0.223831,0.0171888,0.000284216,0.906262,0.026484,1421023.525,10299.44015,0,0,0,0,1,0,0,1,0,0,1,2,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1096,0.387608,0.224039,0.0188304,0.000296097,0.910773,0.026484,1411259.5,11891.17945,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1097,0.387608,0.224039,0.0188304,0.000296097,0.905761,0.026484,1437691.506,11874.96143,0,0,0,0,2,0,0,2,0,0,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1098,0.387608,0.224039,0.0188304,0.000296097,0.942717,0.026484,1396771.525,10719.58324,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1099,0.33507,0.223912,0.0179478,0.000289651,0.903457,0.026484,1387003.541,10226.50084,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1100,0.33507,0.223912,0.0179478,0.000289651,0.883515,0.026484,1413435.518,11342.54563,0,0,0,0,2,0,0,2,0,0,2,1,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1101,0.33507,0.223912,0.0179478,0.000289651,0.921615,0.026484,1377519.532,10112.22066,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1102,0.29296,0.223831,0.0171903,0.000284253,0.903027,0.026484,1367759.545,11058.1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1103,0.29296,0.223831,0.0171903,0.000284253,0.894677,0.026484,1394191.52,11388.96698,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1104,0.29296,0.223831,0.0171903,0.000284253,0.906642,0.026484,1428831.519,11592.62843,0,0,0,0,1,0,0,1,0,0,1,2,2,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1105,0.387624,0.224039,0.0188318,0.000296134,0.9016,0.026484,1419067.53,10125.00783,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1106,0.387624,0.224039,0.0188318,0.000296134,0.906855,0.026484,1445499.552,10776.21927,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1107,0.387624,0.224039,0.0188318,0.000296134,0.894465,0.026484,1400675.499,11335.26081,0,0,0,0,1,0,0,1,0,0,1,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1108,0.335073,0.223912,0.0179484,0.000289658,0.889874,0.026484,1390907.533,10431.69687,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1109,0.335073,0.223912,0.0179484,0.000289658,0.907122,0.02246,1417339.509,10761.12087,0,0,0,0,2,0,0,2,0,0,2,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1110,0.335073,0.223912,0.0179484,0.000289658,0.890195,0.026484,1381423.53,10077.37158,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1111,0.292963,0.223831,0.0171909,0.00028426,0.905144,0.026484,1371663.504,11172.02439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1112,0.292963,0.223831,0.0171909,0.00028426,0.920909,0.026484,1398095.545,10133.67784,0,0,0,0,2,0,0,2,0,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1113,0.292963,0.223831,0.0171909,0.00028426,0.915074,0.026484,1432735.502,11657.12819,0,0,0,0,1,0,0,1,0,0,1,2,2,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1114,0.387627,0.224039,0.0188324,0.000296141,0.896147,0.02246,1422971.524,11827.86903,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1115,0.387627,0.224039,0.0188324,0.000296141,0.891492,0.026484,1449403.503,11349.85908,0,0,0,0,2,0,0,2,0,0,2,2,2,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1116,0.387627,0.224039,0.0188324,0.000296141,0.942333,0.02246,1369351.525,11658.38742,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1117,0.334959,0.223911,0.0179318,0.000289468,0.886026,0.026484,1359583.546,10332.23918,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1118,0.334959,0.223911,0.0179318,0.000289468,0.900418,0.026484,1386017.522,10998.80558,0,0,0,0,2,0,0,2,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1119,0.334959,0.223911,0.0179318,0.000289468,0.888893,0.026484,1350101.499,10555.43753,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1120,0.292849,0.22383,0.0171742,0.000284071,0.903156,0.024564,1340337.515,11755.78599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1121,0.292849,0.22383,0.0171742,0.000284071,0.917675,0.026484,1366771.502,11721.46511,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1122,0.292849,0.22383,0.0171742,0.000284071,0.878664,0.026484,1401413.541,11068.61472,0,0,0,0,1,0,0,1,0,0,1,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1123,0.387513,0.224038,0.0188158,0.000295952,0.921415,0.026484,1391649.537,11106.21766,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1124,0.387513,0.224038,0.0188158,0.000295952,0.930174,0.026484,1418077.497,11783.07127,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1125,0.387513,0.224038,0.0188158,0.000295952,0.923388,0.026484,1365447.538,11077.66968,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1126,0.334946,0.223911,0.0179309,0.000289437,0.912681,0.026484,1355679.545,11844.77095,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1127,0.334946,0.223911,0.0179309,0.000289437,0.900469,0.026484,1382113.544,11724.95049,0,0,0,0,2,0,0,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1128,0.334946,0.223911,0.0179309,0.000289437,0.888704,0.026484,1346197.508,10904.48663,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1129,0.292836,0.22383,0.0171734,0.00028404,0.901199,0.026484,1336433.526,10440.6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1130,0.292836,0.22383,0.0171734,0.00028404,0.898628,0.02246,1362867.514,11718.27397,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1131,0.292836,0.22383,0.0171734,0.00028404,0.913728,0.026484,1397509.522,10830.33301,0,0,0,0,1,0,0,1,0,0,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1132,0.387501,0.224038,0.0188149,0.000295921,0.909212,0.026484,1387745.53,10109.72645,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1133,0.387501,0.224038,0.0188149,0.000295921,0.874084,0.026484,1414173.514,10000.68584,0,0,0,0,2,0,0,2,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1134,0.387501,0.224038,0.0188149,0.000295921,0.890846,0.026484,1373255.524,11135.6882,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1135,0.334963,0.223911,0.0179324,0.000289475,0.893298,0.026484,1363487.514,10915.15669,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1136,0.334963,0.223911,0.0179324,0.000289475,0.878467,0.026484,1389921.52,10317.64193,0,0,0,0,2,0,0,2,0,0,2,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1137,0.334963,0.223911,0.0179324,0.000289475,0.902323,0.026484,1354005.546,11012.95285,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1138,0.292852,0.22383,0.0171748,0.000284078,0.916248,0.026484,1344241.531,10471.65022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1139,0.292852,0.22383,0.0171748,0.000284078,0.874084,0.026484,1370675.511,11279.17762,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1140,0.292852,0.22383,0.0171748,0.000284078,0.897726,0.026484,1405317.545,11725.47012,0,0,0,0,1,0,0,1,0,0,1,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1141,0.387517,0.224038,0.0188164,0.000295959,0.914577,0.026484,1395553.518,11269.9872,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1142,0.387517,0.224038,0.0188164,0.000295959,0.914032,0.026484,1421981.528,11791.63783,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1143,0.387517,0.224038,0.0188164,0.000295959,0.921648,0.026484,1377159.51,11396.70002,0,0,0,0,1,0,0,1,0,0,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1144,0.334966,0.223911,0.017933,0.000289482,0.884485,0.026484,1367391.49,11891.76986,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1145,0.334966,0.223911,0.017933,0.000289482,0.914591,0.026484,1393825.539,10178.62585,0,0,0,0,2,0,0,2,0,0,2,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1146,0.334966,0.223911,0.017933,0.000289482,0.897763,0.026484,1357909.502,10567.66921,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1147,0.292855,0.22383,0.0171754,0.000284085,0.88909,0.026484,1348145.534,11126.17235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1148,0.292855,0.22383,0.0171754,0.000284085,0.919821,0.025326,1374579.532,11511.02894,0,0,0,0,2,0,0,2,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1149,0.292855,0.22383,0.0171754,0.000284085,0.900648,0.026484,1409221.52,11503.4392,0,0,0,0,1,0,0,1,0,0,1,2,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1150,0.38752,0.224038,0.018817,0.000295966,0.907626,0.02246,1399457.541,11681.97671,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1151,0.38752,0.224038,0.018817,0.000295966,0.888904,0.026484,1425885.536,10578.32325,0,0,0,0,2,0,0,2,0,0,2,2,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1152,0.38752,0.224038,0.018817,0.000295966,0.91471,0.022908,1416383.533,10703.92942,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1153,0.335175,0.223912,0.0179627,0.000289819,0.949841,0.026484,1406615.521,11926.41896,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1154,0.335175,0.223912,0.0179627,0.000289819,0.920635,0.026484,1433047.513,10569.11603,0,0,0,0,2,0,0,2,0,0,2,1,1,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1155,0.335175,0.223912,0.0179627,0.000289819,0.943424,0.026484,1397131.496,11392.63039,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1156,0.293065,0.223831,0.0172051,0.000284421,0.955132,0.026484,1387371.543,11410.60612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1157,0.293065,0.223831,0.0172051,0.000284421,0.921316,0.026484,1413803.55,11156.47154,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1158,0.293065,0.223831,0.0172051,0.000284421,0.943901,0.022628,1448443.518,10249.17811,0,0,0,0,1,0,0,1,0,0,1,2,2,2,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1159,0.387729,0.224039,0.0188467,0.000296302,0.943895,0.026484,1438679.507,10332.4926,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1160,0.387729,0.224039,0.0188467,0.000296302,0.908532,0.026484,1465111.502,11313.69019,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1161,0.387729,0.224039,0.0188467,0.000296302,0.93179,0.026484,1412479.514,10714.55547,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1162,0.335162,0.223912,0.0179618,0.000289788,0.898003,0.026484,1402711.559,11630.76438,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1163,0.335162,0.223912,0.0179618,0.000289788,0.912394,0.026484,1429143.543,11759.59775,0,0,0,0,2,0,0,2,0,0,2,1,1,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1164,0.335162,0.223912,0.0179618,0.000289788,0.88246,0.026484,1393227.519,11887.49241,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1165,0.293052,0.223831,0.0172043,0.000284391,0.91884,0.026484,1383467.506,10806.34071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1166,0.293052,0.223831,0.0172043,0.000284391,0.899376,0.026484,1409899.505,10656.12404,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1167,0.293052,0.223831,0.0172043,0.000284391,0.936701,0.026484,1444539.535,10428.22574,0,0,0,0,1,0,0,1,0,0,1,2,2,2,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1168,0.387717,0.224039,0.0188458,0.000296272,0.899599,0.026484,1434775.539,10639.02219,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1169,0.387717,0.224039,0.0188458,0.000296272,0.916784,0.026484,1461207.518,10594.39486,0,0,0,0,2,0,0,2,0,0,2,2,2,2,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1170,0.387717,0.224039,0.0188458,0.000296272,0.915415,0.026484,1420287.521,10387.53697,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1171,0.335179,0.223912,0.0179633,0.000289826,0.886689,0.026484,1410519.528,11385.41733,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1172,0.335179,0.223912,0.0179633,0.000289826,0.907277,0.026484,1436951.542,10233.92342,0,0,0,0,2,0,0,2,0,0,2,1,1,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1173,0.335179,0.223912,0.0179633,0.000289826,0.930161,0.026484,1401035.515,11613.16951,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1174,0.293068,0.223831,0.0172057,0.000284428,0.923275,0.026484,1391275.536,11006.66381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1175,0.293068,0.223831,0.0172057,0.000284428,0.910722,0.026484,1417707.527,11319.08341,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1176,0.293068,0.223831,0.0172057,0.000284428,0.93456,0.02246,1452347.542,11820.93646,0,0,0,0,1,0,0,1,0,0,1,2,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1177,0.387733,0.224039,0.0188473,0.000296309,0.914859,0.026484,1442583.504,10021.37568,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1178,0.387733,0.224039,0.0188473,0.000296309,0.90391,0.026484,1469015.54,10961.88471,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1179,0.387733,0.224039,0.0188473,0.000296309,0.891809,0.026484,1424191.502,11051.60073,0,0,0,0,1,0,0,1,0,0,1,1,1,1,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1180,0.335182,0.223912,0.0179639,0.000289833,0.937559,0.026484,1414423.516,11618.80755,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1181,0.335182,0.223912,0.0179639,0.000289833,0.941191,0.023772,1440855.522,11992.39019,0,0,0,0,2,0,0,2,0,0,2,1,1,1,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1182,0.335182,0.223912,0.0179639,0.000289833,0.896118,0.026484,1404939.545,11785.76529,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1183,0.293071,0.223831,0.0172063,0.000284435,0.944464,0.026484,1395179.544,10477.95846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1184,0.293071,0.223831,0.0172063,0.000284435,0.903066,0.026484,1421611.518,10882.1484,0,0,0,0,2,0,0,2,0,0,2,0,0,0,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1185,0.293071,0.223831,0.0172063,0.000284435,0.929341,0.026484,1456251.496,10827.51207,0,0,0,0,1,0,0,1,0,0,1,2,2,2,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1186,0.387736,0.224039,0.0188479,0.000296316,0.936647,0.026484,1446487.507,10667.69226,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1187,0.387736,0.224039,0.0188479,0.000296316,0.931776,0.026484,1472919.546,10270.21925,0,0,0,0,2,0,0,2,0,0,2,2,2,2,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0
1188,0.387736,0.224039,0.0188479,0.000296316,0.979675,0.026484,1423103.538,11124.80314,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1189,0.335179,0.223912,0.0179643,0.000289894,0.969476,0.026484,1413335.541,11062.6896,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1190,0.335179,0.223912,0.0179643,0.000289894,0.979675,0.026484,1439767.544,10783.29414,0,0,0,0,2,0,0,2,0,0,2,1,1,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1191,0.335179,0.223912,0.0179643,0.000289894,0.979675,0.026484,1403851.538,10885.98897,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1192,0.293069,0.223831,0.0172067,0.000284497,0.979675,0.026484,1394091.517,10464.94769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1193,0.293069,0.223831,0.0172067,0.000284497,0.963276,0.02246,1420523.524,10626.93106,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1194,0.293069,0.223831,0.0172067,0.000284497,0.979675,0.026484,1455163.525,10301.76829,0,0,0,0,1,0,0,1,0,0,1,2,2,2,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1195,0.387734,0.224039,0.0188483,0.000296378,0.979675,0.026484,1445399.514,10676.75463,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1196,0.387734,0.224039,0.0188483,0.000296378,0.979675,0.02246,1471831.528,10563.68442,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1197,0.387734,0.224039,0.0188483,0.000296378,0.976492,0.026484,1419199.504,11183.27373,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1198,0.335167,0.223912,0.0179635,0.000289863,0.979675,0.026484,1409431.511,11775.91336,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1199,0.335167,0.223912,0.0179635,0.000289863,0.979675,0.026484,1435863.512,11204.58161,0,0,0,0,2,0,0,2,0,0,2,1,1,1,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1200,0.335167,0.223912,0.0179635,0.000289863,0.979675,0.026484,1399947.549,11437.24456,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1201,0.293057,0.223831,0.0172059,0.000284466,0.979675,0.02246,1390187.508,11533.19472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1202,0.293057,0.223831,0.0172059,0.000284466,0.97793,0.026484,1416619.526,10974.38082,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1203,0.293057,0.223831,0.0172059,0.000284466,0.979675,0.026484,1451259.542,10609.04758,0,0,0,0,1,0,0,1,0,0,1,2,2,2,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1204,0.387721,0.224039,0.0188475,0.000296347,0.976192,0.026484,1441495.507,10962.07354,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1205,0.387721,0.224039,0.0188475,0.000296347,0.979675,0.026484,1467927.516,10195.94521,0,0,0,0,2,0,0,2,0,0,2,2,2,2,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1206,0.387721,0.224039,0.0188475,0.000296347,0.979675,0.026484,1427007.511,10742.14266,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0
1207,0.335183,0.223912,0.0179649,0.000289901,0.979675,0.026484,1417239.526,11163.65115,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0
